Number,Gender,GivenName,MiddleInitial,Surname,StreetAddress,City,State,ZipCode,Country,EmailAddress,TelephoneNumber,Birthday,CCType,DollarsSpent,WebVisits
23167,male,Joe,C,Jones,1940 Green Street,Franklin,TN,37064,US,Joe.C.Jones@gmail.com,615-595-4822,7/16/1964,MasterCard,918.51,10
23168,male,Otha,S,Sigmund,3265 Michael Street,Houston,TX,77002,US,Otha.S.Sigmund@yahoo.com,713-759-6151,10/21/1984,MasterCard,370.9,12
23169,female,Linda,D,Lyons,4652 Commerce Boulevard,SURPRISE,NE,68999,US,Linda.D.Lyons@gmail.com,402-526-2709,3/24/1966,Visa,101.7,29
23170,male,Philip,J,Crosby,11 Norma Avenue,Houston,TX,77006,US,Philip.J.Crosby@outlook.com,936-871-1369,4/13/1983,MasterCard,935.32,30
23171,male,Peter,K,Miers,126 Mapleview Drive,Dyersburg,TN,38024,US,Peter.K.Miers@gmail.com,731-286-7371,12/20/1985,Visa,406.7,19
23172,female,Toni,N,Brooks,4773 Sunset Drive,WATSON,AR,71674,US,Toni.N.Brooks@gmail.com,870-644-9272,10/13/1950,MasterCard,257.27,18
23173,female,Betty,S,Rivers,4747 Christie Way,BERLIN,MA,1503,US,Betty.S.Rivers@gmail.com,978-838-8152,1/3/1985,MasterCard,229,2
23174,female,Adrian,J,Zurita,4494 Hayhurst Lane,Troy,MI,48098,US,Adrian.J.Zurita@gmail.com,248-813-5484,8/30/1955,Visa,923.48,21
23175,female,Valerie,B,Slavens,1582 Chestnut Street,Tampa,FL,33634,US,Valerie.B.Slavens@gmail.com,727-484-7700,10/28/1968,Visa,323.4,23
23176,male,Thomas,L,Fontenot,10 Gandy Street,Syracuse,NY,13202,US,Thomas.L.Fontenot@gmail.com,315-238-2018,3/10/1972,Visa,310,7
23177,male,James,E,Wilson,3953 Christie Way,FallFIELD,MA,1109,US,James.E.Wilson@gmail.com,978-847-3886,2/7/1966,MasterCard,301.68,30
23178,female,Ann,L,Mcveigh,4542 Werninger Street,Houston,TX,77036,US,Ann.L.Mcveigh@yahoo.com,832-789-5578,3/17/1967,MasterCard,436.31,27
23179,male,Richard,E,Jones,3974 Sunny Day Drive,IRVINE,CA,92664,US,Richard.E.Jones@yahoo.com,714-858-5913,4/4/1958,MasterCard,835.21,28
23180,male,Joseph,M,Wright,2588 Masonic Drive,Hardin,MT,59034,US,Joseph.M.Wright@yahoo.com,406-665-0766,10/21/1957,MasterCard,733.39,28
23181,female,Jackie,A,Carter,3538 Trainer Avenue,Aledo,IL,61231,US,Jackie.A.Carter@gmail.com,309-582-2673,7/24/1983,MasterCard,918.94,7
23182,female,Crystal,S,Kimmel,3984 Ward Road,El Paso,TX,79906,US,Crystal.S.Kimmel@gmail.com,915-256-4398,10/11/1956,MasterCard,12.1,9
23183,male,Philip,S,Florence,2961 Kildeer Drive,Norfolk,VA,23504,US,Philip.S.Florence@outlook.com,757-280-0251,8/11/1970,Visa,729.58,18
23184,male,Joshua,B,Clark,3403 Church Street,BROOKLYN,NY,11227,US,Joshua.B.Clark@gmail.com,718-417-9698,8/11/1964,Visa,877.6,19
23185,female,Caroline,E,Dossett,2486 Briarhill Lane,Cortland,OH,44410,US,Caroline.E.Dossett@gmail.com,330-282-7218,10/31/1954,Visa,187.9,2
23186,male,Gerardo,N,Gomez,1749 Brown Bear Drive,Riverside,CA,92507,US,Gerardo.N.Gomez@gmail.com,951-665-2479,12/5/1948,Visa,335.65,17
23187,female,April,G,Kennedy,1479 Stark Hollow Road,Denver,CO,80221,US,April.G.Kennedy@gmail.com,970-776-5083,8/25/1971,MasterCard,173.94,27
23188,female,Daisy,V,Rice,2100 Hickory Lane,Beltsville,DC,20705,US,Daisy.V.Rice@outlook.com,202-460-2503,1/22/1956,Visa,940.59,16
23189,female,Stacy,C,Drago,1489 Raintree Boulevard,Minneapolis,MN,55418,US,Stacy.C.Drago@gmail.com,763-782-7998,2/11/1977,MasterCard,125.22,10
23190,male,Austin,D,Vargas,179 Gambler Lane,Houston,TX,77060,US,Austin.D.Vargas@gmail.com,281-872-9213,2/25/1948,Visa,212.1,21
23191,female,Gena,S,Bennett,3578 Lake Forest Drive,Kansas City,KS,64106,US,Gena.S.Bennett@gmail.com,913-905-8211,4/27/1958,Visa,866.98,14
23192,male,Barry,M,Hook,4135 Echo Lane,Grand Rapids,MI,49508,US,Barry.M.Hook@gmail.com,269-869-7706,9/24/1971,Visa,218.36,27
23193,female,Maria,R,Pines,4780 Custer Street,Erie,PA,16505,US,Maria.R.Pines@gmail.com,814-835-3186,5/31/1980,MasterCard,266.74,28
23194,female,Pamela,P,Zuniga,4622 Prudence Street,Dearborn,MI,48126,US,Pamela.P.Zuniga@gmail.com,313-337-3996,6/18/1983,Visa,97.24,19
23195,female,Joe,D,Farrell,2855 Southern Avenue,Belmond,IA,50421,US,Joe.D.Farrell@gmail.com,641-444-6810,3/19/1957,MasterCard,108.18,6
23196,male,Kenneth,G,Adams,3020 River Road,Colorado Falls,CO,80911,US,Kenneth.G.Adams@gmail.com,719-392-5812,11/17/1965,MasterCard,726.7,18
23197,female,Barbara,D,Kahl,4231 Station Street,Oakland,CA,94612,US,Barbara.D.Kahl@gmail.com,510-880-7981,9/5/1974,Visa,275.7,11
23198,male,Justin,J,Hardin,2782 Euclid Avenue,Thousand Oaks,CA,91362,US,Justin.J.Hardin@yahoo.com,805-313-6711,8/27/1971,Visa,508.18,6
23199,male,David,D,Hartley,1166 McDonald Avenue,Orlando,FL,32805,US,David.D.Hartley@gmail.com,407-864-2718,5/26/1985,Visa,959.22,17
23200,female,Sharon,M,Anderson,304 Victoria Street,Baton Rouge,LA,70814,US,Sharon.M.Anderson@gmail.com,225-235-9851,12/2/1978,Visa,994.7,14
23201,male,Otis,S,Mcmorrow,1131 Angie Drive,Westminster,CA,92683,US,Otis.S.Mcmorrow@gmail.com,714-894-7132,4/3/1972,MasterCard,163.81,18
23202,female,Martha,W,Whitney,2435 Anmoore Road,QUEENS,NY,11101,US,Martha.W.Whitney@outlook.com,718-729-1850,12/18/1953,Visa,68.3,13
23203,female,Frances,F,Gongora,3176 Hardesty Street,NORTH GREENBUSH,NY,12144,US,Frances.F.Gongora@gmail.com,518-441-1600,1/23/1964,Visa,163.3,16
23204,male,Bradley,A,Fortune,1459 Evergreen Lane,Alhambra,CA,91801,US,Bradley.A.Fortune@outlook.com,323-520-2895,8/14/1956,Visa,437.11,15
23205,male,Glen,N,Case,2161 Glenwood Avenue,GARFIELD HEIGHTS,OH,44125,US,Glen.N.Case@gmail.com,216-339-9185,12/21/1969,Visa,927.82,15
23206,male,Charles,J,Scott,145 Ocello Street,Carlsbad,CA,92009,US,Charles.J.Scott@yahoo.com,619-867-8363,8/21/1954,MasterCard,220.34,3
23207,male,Royce,A,Mccall,4280 Oakmound Drive,Lombard,IL,60148,US,Royce.A.Mccall@gmail.com,773-386-9523,2/19/1968,Visa,639.94,3
23208,male,Robert,R,Martinez,3787 Dye Street,Phoenix,AZ,85048,US,Robert.R.Martinez@gmail.com,480-704-5380,7/27/1961,Visa,389.6,6
23209,female,Lois,K,Olson,3684 Tully Street,Livonia,MI,48150,US,Lois.K.Olson@gmail.com,313-721-4920,2/14/1961,Visa,352.53,5
23210,female,Pearl,J,Heller,3951 Ocello Street,San Diego,CA,92111,US,Pearl.J.Heller@gmail.com,619-990-9697,6/8/1980,MasterCard,227.38,2
23211,female,Angela,A,Lear,3150 McVaney Road,Asheville,NC,28801,US,Angela.A.Lear@yahoo.com,828-214-5305,9/20/1960,Visa,886.65,26
23212,male,Joe,E,Harper,4953 Grand Avenue,Orlando,FL,32801,US,Joe.E.Harper@gmail.com,407-666-2292,6/2/1968,Visa,362.5,6
23213,female,Kristi,J,Fisher,2246 Hide A Way Road,SAN JOSE,CA,95136,US,Kristi.J.Fisher@outlook.com,408-201-0464,12/20/1959,Visa,960.15,20
23214,female,Barbara,R,Large,1389 Lucky Duck Drive,Oakmont,PA,15139,US,Barbara.R.Large@gmail.com,412-826-2450,7/17/1956,Visa,701.1,8
23215,female,Laura,S,Daigle,79 Poe Road,Houston,TX,77036,US,Laura.S.Daigle@gmail.com,832-886-1074,12/28/1959,MasterCard,157.13,7
23216,female,Frances,K,Sparks,3467 Village View Drive,Fort Myers,FL,33912,US,Frances.K.Sparks@gmail.com,239-848-7778,5/13/1963,Visa,557.16,12
23217,female,Christine,T,Mckinley,3388 Brooke Street,Houston,TX,77026,US,Christine.T.Mckinley@gmail.com,713-629-8186,2/11/1941,MasterCard,823.68,14
23218,male,Dennis,B,Smith,473 Burnside Avenue,LOGAN,UT,84321,US,Dennis.B.Smith@gmail.com,435-713-3541,8/24/1941,Visa,278.5,21
23219,female,Cherie,K,Penny,4213 Broadway Street,Hilton Head,SC,29928,US,Cherie.K.Penny@yahoo.com,843-671-8655,6/23/1966,Visa,239.1,6
23220,female,Tracey,T,Valencia,3152 Maple Avenue,POCATELLO,ID,83201,US,Tracey.T.Valencia@gmail.com,208-932-3515,6/9/1980,Visa,601.1,5
23221,female,Joanne,A,Diaz,4793 Zimmerman Lane,LOS ANGELES,CA,90017,US,Joanne.A.Diaz@outlook.com,213-545-7655,12/19/1967,Visa,177.45,11
23222,male,Charles,B,Lovato,583 Trails End Road,FORT LAUDERDALE,FL,33308,US,Charles.B.Lovato@gmail.com,954-349-2593,12/29/1941,Visa,430.64,22
23223,female,Mary,J,Burt,3171 Lynn Ogden Lane,Beaumont,TX,77701,US,Mary.J.Burt@gmail.com,409-743-4264,11/30/1983,MasterCard,18.18,4
23224,male,Lee,I,Scalise,2261 Locust Court,Gardena,CA,90248,US,Lee.I.Scalise@gmail.com,562-413-6764,5/12/1964,MasterCard,532.89,28
23225,male,Shannon,C,Cummings,3230 Monroe Avenue,Holmes Beach,FL,34217,US,Shannon.C.Cummings@gmail.com,941-778-6021,4/23/1957,Visa,165.12,11
23226,female,Linda,R,Erskine,4144 Sycamore Street,San Francisco,CA,94104,US,Linda.R.Erskine@yahoo.com,408-960-8212,3/10/1963,MasterCard,784.65,10
23227,female,Annie,M,Copas,233 Red Hawk Road,MURDOCK,MN,56271,US,Annie.M.Copas@gmail.com,320-875-5569,3/20/1979,Visa,67.12,21
23228,male,Kenneth,A,Baker,2587 Black Oak Hollow Road,Santa Clara,CA,95054,US,Kenneth.A.Baker@gmail.com,408-767-0726,2/19/1977,MasterCard,494.66,19
23229,female,Noemi,C,Melvin,3040 Eagle Drive,Belleville,MI,48111,US,Noemi.C.Melvin@outlook.com,734-699-5437,12/29/1943,MasterCard,818.19,30
23230,male,Robert,D,Moore,1825 Tori Lane,Salt Lake City,UT,84113,US,Robert.D.Moore@gmail.com,801-587-1930,8/5/1940,Visa,182.16,19
23231,female,Lucy,R,May,3359 Concord Street,Charlotte,NC,28209,US,Lucy.R.May@yahoo.com,704-529-9046,10/7/1953,Visa,409.9,18
23232,male,Juan,F,Parrott,4861 Cooks Mine Road,LOS ALAMOS,NM,87544,US,Juan.F.Parrott@gmail.com,505-672-1634,12/1/1983,MasterCard,16.5,19
23233,female,Jessica,S,Young,1759 Coal Street,VENUS,PA,16364,US,Jessica.S.Young@gmail.com,814-354-4412,12/20/1940,MasterCard,528.5,10
23234,male,Christopher,R,Gibbon,3507 Lyndon Street,Philadelphia,PA,19103,US,Christopher.R.Gibbon@gmail.com,610-684-1760,11/8/1950,Visa,84.23,30
23235,male,David,M,Kemp,852 Adams Drive,Houston,TX,77006,US,David.M.Kemp@outlook.com,979-501-9925,4/25/1974,Visa,385.95,1
23236,male,Damien,G,Lemaster,2034 Sunny Glen Lane,Cleveland,OH,44115,US,Damien.G.Lemaster@gmail.com,216-854-1698,6/15/1969,MasterCard,327.6,27
23237,male,Jarod,L,Heinrich,2037 Tibbs Avenue,CONDON,MT,59826,US,Jarod.L.Heinrich@gmail.com,406-754-7715,7/26/1956,Visa,216.42,28
23238,male,Franklin,C,Osborne,190 Clifford Street,Oakland,CA,94612,US,Franklin.C.Osborne@gmail.com,510-625-3399,5/11/1951,Visa,66.68,23
23239,male,Wesley,J,Casanova,3649 Alfred Drive,HARRISBURG,PA,17111,US,Wesley.J.Casanova@gmail.com,717-991-2907,10/25/1971,MasterCard,550.7,9
23240,male,Mike,A,Oaks,969 Thunder Road,Menlo Park,CA,94025,US,Mike.A.Oaks@yahoo.com,650-529-1820,7/13/1973,Visa,626.69,10
23241,female,Carmel,S,Walling,2044 Haven Lane,Dewitt,MI,48820,US,Carmel.S.Walling@outlook.com,517-668-1783,8/10/1968,MasterCard,908.34,7
23242,female,Teresa,S,Mckibben,4605 Commerce Boulevard,OMAHA,NE,68122,US,Teresa.S.Mckibben@gmail.com,402-571-2308,5/18/1984,MasterCard,714.48,24
23243,male,Michael,M,Hinojosa,1865 Old House Drive,Worthington,OH,43085,US,Michael.M.Hinojosa@yahoo.com,740-912-9588,8/5/1983,MasterCard,668.2,17
23244,male,Brett,M,Green,2236 Yorkie Lane,FARGO,GA,31631,US,Brett.M.Green@gmail.com,912-637-6630,9/11/1945,Visa,64.77,5
23245,female,Mary,C,Furness,2124 Emerson Road,Shreveport,LA,71101,US,Mary.C.Furness@gmail.com,318-680-4639,1/9/1941,MasterCard,64.62,16
23246,male,Glenn,P,Carter,4823 Quilly Lane,Pataskala,OH,43062,US,Glenn.P.Carter@yahoo.com,614-532-1154,8/7/1946,Visa,737.84,5
23247,male,Johnny,T,Wilson,2543 Orphan Road,Eau Claire,WI,54701,US,Johnny.T.Wilson@gmail.com,715-912-0478,10/21/1976,MasterCard,546.3,29
23248,male,Robert,P,Gill,4229 Jennifer Lane,DURHAM,NC,27713,US,Robert.P.Gill@yahoo.com,919-506-9430,8/5/1975,Visa,769.16,15
23249,female,Jo,P,Byrd,4303 Pine Garden Lane,Roswell,GA,30075,US,Jo.P.Byrd@gmail.com,770-650-4201,5/26/1961,Visa,636.51,30
23250,female,Geraldine,S,Conklin,4297 Northwest Boulevard,ROCHELLE PARK,NJ,7662,US,Geraldine.S.Conklin@outlook.com,201-965-4907,3/8/1944,Visa,7.3,17
23251,male,Lamar,M,Torres,276 McKinley Avenue,Littleton,CO,80120,US,Lamar.M.Torres@gmail.com,303-797-3555,3/25/1967,MasterCard,50.3,5
23252,female,Georgia,A,Thomas,1872 Passaic Street,LITTLE FERRY,NJ,7643,US,Georgia.A.Thomas@gmail.com,201-440-5239,8/25/1974,MasterCard,910.98,14
23253,female,Sara,G,Cozart,2776 Traction Street,Spartanburg,SC,29302,US,Sara.G.Cozart@yahoo.com,864-597-1530,5/29/1978,Visa,137.77,8
23254,male,Tommy,J,Witherspoon,954 Berry Street,Colorado Falls,CO,80903,US,Tommy.J.Witherspoon@yahoo.com,719-577-1427,1/5/1985,Visa,859.41,1
23255,female,Lauren,C,Pruitt,956 Washburn Street,Baton Rouge,LA,70801,US,Lauren.C.Pruitt@outlook.com,225-469-5119,4/24/1950,MasterCard,325.2,14
23256,male,Ronald,V,Fogle,1868 Pickens Way,Fort Worth,TX,76104,US,Ronald.V.Fogle@gmail.com,903-366-2428,5/23/1970,MasterCard,946.11,6
23257,male,Alan,P,Marcus,377 Hayhurst Lane,Southfield,MI,48075,US,Alan.P.Marcus@gmail.com,248-864-0230,10/20/1952,MasterCard,162.9,19
23258,male,Tyrone,S,Helms,2637 Hudson Street,NEWARK,NJ,7102,US,Tyrone.S.Helms@yahoo.com,973-982-7452,11/24/1958,MasterCard,863.5,15
23259,male,Rosendo,S,Gagnon,4046 Gateway Avenue,Los Angeles,CA,90017,US,Rosendo.S.Gagnon@gmail.com,661-998-7824,4/22/1947,MasterCard,832.32,26
23260,male,Richard,C,Shoemaker,223 Losh Lane,Crafton,PA,15205,US,Richard.C.Shoemaker@gmail.com,412-671-3177,1/3/1951,MasterCard,813.21,13
23261,male,John,C,Anderson,408 Pooz Street,TOMS RIVER,NJ,8753,US,John.C.Anderson@gmail.com,732-286-8527,3/24/1946,Visa,211.28,7
23262,male,Richard,S,Marshall,4712 Arbutus Drive,MIAMI,FL,33012,US,Richard.S.Marshall@gmail.com,305-822-2796,3/11/1942,MasterCard,721.92,9
23263,female,Marcia,B,Martin,220 Shady Pines Drive,MARION,VA,24354,US,Marcia.B.Martin@gmail.com,276-217-6974,8/20/1952,MasterCard,816.61,18
23264,female,Mary,E,Mccue,2160 Penn Street,FARBER,MO,63345,US,Mary.E.Mccue@gmail.com,573-249-6038,5/20/1955,Visa,287.47,26
23265,male,William,L,Salazar,1833 Sand Fork Road,Plymouth,IN,46563,US,William.L.Salazar@gmail.com,574-678-0759,10/20/1985,Visa,820.29,27
23266,female,Myrna,D,Simon,1136 Perine Street,Washington,VA,20005,US,Myrna.D.Simon@gmail.com,703-782-0042,7/20/1949,MasterCard,701.95,19
23267,female,Jordan,D,Cooper,4858 Mount Olive Road,Atlanta,GA,30303,US,Jordan.D.Cooper@yahoo.com,678-932-0086,5/10/1983,Visa,378.64,14
23268,male,Jose,E,Hobbs,4435 North Street,Cedar City,UT,84720,US,Jose.E.Hobbs@outlook.com,435-212-2160,11/26/1979,Visa,250.68,18
23269,female,Melissa,J,Bailey,1668 Hidden Meadow Drive,KILLDEER,ND,58640,US,Melissa.J.Bailey@gmail.com,701-764-2309,5/17/1956,MasterCard,724.5,15
23270,male,John,R,Perez,409 American Drive,Cantonment,FL,32533,US,John.R.Perez@gmail.com,850-968-5570,3/10/1947,Visa,761.62,4
23271,female,Linda,J,Minnich,1406 Hill Street,TOLEDO,OH,43609,US,Linda.J.Minnich@outlook.com,419-805-1830,2/20/1972,Visa,622.5,20
23272,male,Robert,K,Wood,326 James Avenue,Syracuse,NY,13202,US,Robert.K.Wood@yahoo.com,315-916-3868,12/16/1979,MasterCard,748.87,21
23273,female,Jennifer,S,Logan,1729 Centennial Farm Road,MATLOCK,IA,51244,US,Jennifer.S.Logan@gmail.com,712-738-9058,9/2/1977,MasterCard,848.72,17
23274,male,Christopher,A,Brown,22 Heavens Way,Santa Ana,CA,92705,US,Christopher.A.Brown@outlook.com,949-257-8188,3/28/1961,Visa,915.81,26
23275,male,Mark,L,Goodrum,2031 McDowell Street,Nashville,TN,37210,US,Mark.L.Goodrum@outlook.com,931-312-9624,3/14/1950,Visa,600.9,16
23276,female,Patricia,T,Gutierrez,1748 Milford Street,Manchester,NH,3101,US,Patricia.T.Gutierrez@outlook.com,603-666-1971,1/9/1951,Visa,261.97,12
23277,female,Virginia,K,Storey,4751 Brannon Street,Los Angeles,CA,90071,US,Virginia.K.Storey@gmail.com,213-333-4927,11/5/1967,MasterCard,508.6,27
23278,male,Leroy,C,Browning,4423 Cessna Drive,Columbia City,IN,46725,US,Leroy.C.Browning@gmail.com,260-244-1591,2/2/1957,Visa,970.7,17
23279,male,James,A,Knutson,2946 Tyler Avenue,Miami,FL,33176,US,James.A.Knutson@gmail.com,305-274-6978,2/16/1980,MasterCard,273.41,15
23280,female,Flora,M,Franson,4106 Broadway Avenue,Johnson City,TN,37601,US,Flora.M.Franson@yahoo.com,423-823-3724,3/17/1956,MasterCard,54.4,20
23281,male,Mike,C,Crawford,4580 Marion Street,CHESTER,SC,29706,US,Mike.C.Crawford@outlook.com,803-209-5023,10/14/1949,MasterCard,913.78,16
23282,female,Rosie,L,Hill,2341 Briarhill Lane,Ravenna,OH,44266,US,Rosie.L.Hill@gmail.com,330-297-2506,11/29/1958,MasterCard,941.59,20
23283,male,Cody,C,Philips,4706 Charla Lane,Dallas,TX,75287,US,Cody.C.Philips@yahoo.com,972-735-8534,12/13/1954,MasterCard,256.38,18
23284,female,Geraldine,R,Hunter,2185 Butternut Lane,Fairview Heights,IL,62208,US,Geraldine.R.Hunter@outlook.com,618-429-2018,5/8/1971,MasterCard,160.74,21
23285,male,Edward,D,Ramirez,2302 Bridge Street,Tulsa,OK,74120,US,Edward.D.Ramirez@outlook.com,918-908-3566,2/26/1978,Visa,733.21,25
23286,male,Ray,M,Howard,1828 Christie Way,Cambridge,MA,2142,US,Ray.M.Howard@gmail.com,978-842-7463,11/11/1966,Visa,301.15,6
23287,male,Michael,J,Whited,3100 Alpaca Way,ORANGE,CA,92668,US,Michael.J.Whited@gmail.com,714-704-3997,8/5/1979,MasterCard,925.49,15
23288,female,Denise,H,Avery,4342 Breezewood Court,Moundridge,KS,67107,US,Denise.H.Avery@gmail.com,620-491-3240,10/26/1972,MasterCard,510.7,20
23289,male,Timothy,J,Campbell,3086 Carson Street,Lexington,KY,40507,US,Timothy.J.Campbell@gmail.com,859-248-5727,12/22/1971,MasterCard,796.37,30
23290,male,Alex,S,Quintal,486 Ryder Avenue,Kent,WA,98032,US,Alex.S.Quintal@outlook.com,425-275-0739,3/26/1948,MasterCard,884.66,14
23291,female,Kimberly,J,Brainard,4728 Holden Street,San Diego,CA,92101,US,Kimberly.J.Brainard@gmail.com,619-234-2057,6/22/1974,MasterCard,811.54,20
23292,female,Denise,W,Mccain,1119 Conifer Drive,Seattle,WA,98109,US,Denise.W.Mccain@yahoo.com,425-525-1440,7/16/1980,MasterCard,816.51,26
23293,female,Diane,C,Dipalma,1179 Hickman Street,Bensenville,IL,60106,US,Diane.C.Dipalma@gmail.com,630-463-4679,11/27/1967,MasterCard,350.36,8
23294,female,Kathy,K,Shaw,4511 Pallet Street,MONSEY,NY,10952,US,Kathy.K.Shaw@outlook.com,914-445-2939,5/5/1943,Visa,149.79,20
23295,female,Helen,E,Sleeper,3216 Farnum Road,New York,NY,10022,US,Helen.E.Sleeper@gmail.com,212-308-0844,10/29/1956,MasterCard,657.3,12
23296,male,Timothy,A,Vaughn,2816 Bubby Drive,SAN MARCOS,TX,78666,US,Timothy.A.Vaughn@gmail.com,512-393-0502,2/25/1970,Visa,448.61,3
23297,female,Mary,S,Litwin,1126 Palmer Road,Columbus,OH,43213,US,Mary.S.Litwin@outlook.com,614-751-0978,2/22/1949,Visa,214.87,18
23298,male,Melvin,L,Koch,3721 Clarence Court,Rancho Cucamonga,CA,91730,US,Melvin.L.Koch@gmail.com,909-987-5271,3/23/1979,MasterCard,321.39,28
23299,male,Richard,B,Gentry,1894 Railroad Street,Saint Ignace,MI,49781,US,Richard.B.Gentry@gmail.com,906-292-6767,6/9/1964,MasterCard,423.26,30
23300,male,John,S,Johnson,2241 Sundown Lane,Austin,TX,78704,US,John.S.Johnson@gmail.com,512-326-8838,1/27/1982,Visa,169.44,26
23301,female,Ruth,A,Holman,4699 Rogers Street,Oxford,OH,45056,US,Ruth.A.Holman@gmail.com,513-529-2892,8/11/1951,MasterCard,559.71,24
23302,female,Audrey,W,Wynn,3489 Olen Thomas Drive,JUSTIN,TX,76247,US,Audrey.W.Wynn@yahoo.com,940-648-2306,12/3/1942,MasterCard,861.38,25
23303,female,Angie,M,Mccabe,3731 Fannie Street,CLUTE,TX,77566,US,Angie.M.Mccabe@gmail.com,979-297-1543,12/30/1957,Visa,429.83,10
23304,male,Eddie,A,Kilian,659 Wilkinson Court,Fort Myers,FL,33912,US,Eddie.A.Kilian@yahoo.com,239-494-2408,10/17/1974,MasterCard,197.63,25
23305,female,Eloise,G,Jeffery,302 Adonais Way,Norcross,GA,30071,US,Eloise.G.Jeffery@yahoo.com,678-480-1795,3/17/1985,MasterCard,228.4,5
23306,female,Angel,L,Shaffer,1756 Desert Broom Court,NEWARK,NJ,7102,US,Angel.L.Shaffer@gmail.com,201-720-2677,2/27/1976,Visa,620.19,26
23307,male,Erik,B,Lee,2261 Wines Lane,Houston,TX,77036,US,Erik.B.Lee@gmail.com,832-263-5604,2/23/1962,Visa,605.93,16
23308,female,Gloria,M,Howard,4566 Hart Street,NEW BRITAIN,CT,6051,US,Gloria.M.Howard@outlook.com,860-348-6601,11/8/1979,MasterCard,355.76,11
23309,male,Bob,E,Cooper,4352 Broaddus Avenue,Murray,KY,42071,US,Bob.E.Cooper@yahoo.com,270-227-9339,8/19/1984,Visa,51.94,2
23310,female,Sharon,M,Guss,2509 Boring Lane,San Francisco,CA,94122,US,Sharon.M.Guss@gmail.com,415-681-1540,10/11/1955,MasterCard,2.15,21
23311,female,Tamar,D,Dawson,2289 Carriage Lane,Scranton,PA,18503,US,Tamar.D.Dawson@yahoo.com,570-273-8505,1/31/1967,Visa,664.81,14
23312,female,Betty,C,Mayo,2368 Frosty Lane,CHENANGO BRIDGE,NY,13745,US,Betty.C.Mayo@outlook.com,607-648-5035,12/6/1954,Visa,54.65,26
23313,male,Jerry,M,Odum,4537 Pinewood Drive,Northbrook,IL,60062,US,Jerry.M.Odum@gmail.com,847-849-9403,7/19/1946,MasterCard,771.93,4
23314,male,Kent,J,Rascon,4089 Raoul Wallenberg Place,NEW LONDON,CT,6320,US,Kent.J.Rascon@outlook.com,203-815-3658,4/5/1973,Visa,633.7,28
23315,female,Jackie,C,Sloan,3246 Conaway Street,Bloomington,IN,47408,US,Jackie.C.Sloan@outlook.com,812-327-3101,10/13/1947,Visa,151.16,11
23316,female,Paulette,C,Noriega,2136 West Street,CLARKSVILLE,MI,48815,US,Paulette.C.Noriega@outlook.com,616-693-0178,7/7/1949,Visa,437.69,25
23317,female,Elmira,M,Twitty,2869 Worley Avenue,FARMVILLE,VA,23901,US,Elmira.M.Twitty@gmail.com,434-390-9710,4/12/1946,Visa,638.94,2
23318,female,Helen,H,Seymour,2260 Chenoweth Drive,Clarksville,TN,37040,US,Helen.H.Seymour@gmail.com,931-645-5362,2/3/1983,MasterCard,635.18,22
23319,male,Joseph,E,Blankenship,901 Black Stallion Road,Lexington,KY,40503,US,Joseph.E.Blankenship@yahoo.com,859-461-4060,7/3/1951,MasterCard,653.5,13
23320,female,Shirley,J,Kyles,3985 Oakdale Avenue,ARCADIA,FL,33821,US,Shirley.J.Kyles@outlook.com,863-491-9652,8/7/1941,Visa,908.26,5
23321,male,Dana,M,Rogers,4050 Ersel Street,Dallas,TX,75204,US,Dana.M.Rogers@yahoo.com,214-377-9627,12/29/1954,Visa,364.31,25
23322,male,Thomas,M,Hall,2940 Grove Street,East Northport,NY,11731,US,Thomas.M.Hall@yahoo.com,631-754-3639,5/21/1967,Visa,90.92,27
23323,male,Benjamin,D,Thornton,3506 Stonepot Road,ROCHELLE PARK,NJ,7662,US,Benjamin.D.Thornton@yahoo.com,908-425-3100,12/21/1965,MasterCard,743.84,5
23324,male,James,R,Gamble,1645 Grand Avenue,Orlando,FL,32809,US,James.R.Gamble@gmail.com,407-816-7892,8/16/1952,Visa,411.82,14
23325,male,Ross,A,Roberts,3092 High Meadow Lane,Bloomsburg,PA,17815,US,Ross.A.Roberts@yahoo.com,570-490-7635,7/30/1954,MasterCard,553.23,10
23326,male,Russell,H,Johnson,3704 North Street,MOUNTAIN VIEW,UT,82939,US,Russell.H.Johnson@gmail.com,435-202-2445,10/31/1960,MasterCard,921.14,23
23327,female,Rita,A,Mcbride,483 Poplar Lane,Ft Lauderdale,FL,33311,US,Rita.A.Mcbride@gmail.com,305-546-8132,10/16/1954,MasterCard,693.67,14
23328,male,James,H,Taylor,2891 Riverside Drive,Augusta,GA,30906,US,James.H.Taylor@yahoo.com,706-790-6097,8/30/1979,MasterCard,393.36,8
23329,female,Sharon,R,Mills,301 Java Lane,ALLENDALE,SC,29810,US,Sharon.R.Mills@gmail.com,803-584-5003,3/26/1947,MasterCard,357.37,20
23330,female,Jill,J,Brown,4681 Grim Avenue,San Diego,CA,92111,US,Jill.J.Brown@gmail.com,619-787-5823,9/12/1985,MasterCard,429.7,30
23331,female,Pamela,J,Tenorio,3804 Sycamore Road,Portland,OR,97209,US,Pamela.J.Tenorio@outlook.com,541-418-0798,6/25/1951,Visa,593.53,8
23332,male,Joey,A,Schmucker,2814 Ocello Street,San Diego,CA,92117,US,Joey.A.Schmucker@gmail.com,619-892-1828,10/4/1945,Visa,512.96,17
